food_item,category,calories_kcal,protein_,carbohydrates_,fat_,fiber_,sugars_,sodium_(mg),cholesterol_(mg),meal_type,water_intake_(ml),impact_tags,image,timestamp,quantity,enhanced_tags
Lime (juice of 1),Condiment,11.0,0.2,3.7,0.0,0.4,0.7,1.0,0.0,Dinner,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Beer (12 oz light),Beverage,103.0,0.9,5.8,0.0,0.0,0.3,10.0,0.0,Snack,355.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Danish (Cheese 1 medium),Dessert,340.0,7.0,38.0,18.0,2.0,16.0,300.0,55.0,Breakfast,250.0,"['pcosTrigger', 'highCarb', 'lowFibre', 'sugary', 'dairySensitive', 'wholeFood']",,,,"['pcosTrigger', 'highCarb', 'lowFibre', 'sugary', 'dairySensitive', 'wholeFood']"
Kefir (Plain 1 cup),Beverage/Dairy,104.0,10.0,10.0,2.5,0.0,9.0,100.0,10.0,Breakfast,240.0,"['lowFibre', 'wholeFood', 'pcosFriendly', 'lowCarb']",,,,"['wholeFood', 'pcosFriendly', 'lowFibre', 'lowCarb']"
Gnocchi (1 cup),Meal/Pasta,210.0,4.5,45.0,1.5,3.0,2.0,480.0,0.0,Dinner,0.0,"['lowProtein', 'wholeFood', 'highCarb', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'highCarb', 'pcosFriendly']"
Pesto Sauce (1/4 cup),Condiment,260.0,5.0,4.0,26.0,2.0,1.0,550.0,5.0,Dinner,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Pine Nuts (1 tbsp),Nut,95.0,2.0,2.0,10.0,0.5,0.5,0.0,0.0,Dinner,0.0,"['lowGlycemic', 'lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowGlycemic', 'lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Chai Latte (12 oz),Beverage,190.0,7.0,32.0,4.0,1.0,30.0,105.0,15.0,Snack,355.0,"['pcosTrigger', 'highCarb', 'lowFibre', 'sugary', 'wholeFood']",,,,"['pcosTrigger', 'highCarb', 'lowFibre', 'sugary', 'wholeFood']"
Manicotti (2 shells cheese),Meal/Pasta,380.0,20.0,35.0,18.0,4.0,7.0,650.0,60.0,Dinner,0.0,"['highProtein', 'highCarb', 'dairySensitive', 'gutFriendly', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'highCarb', 'dairySensitive', 'gutFriendly', 'wholeFood', 'pcosFriendly']"
Italian Sausage (1 link),Protein/Meat,200.0,12.0,3.0,16.0,0.0,1.0,550.0,50.0,Dinner,0.0,"['noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Jicama (1 cup sticks),Vegetable,46.0,0.9,10.6,0.1,5.8,2.1,5.0,0.0,Snack,0.0,"['lowProtein', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly']"
Chili Powder (1 tsp),Condiment,8.0,0.3,1.4,0.4,0.9,0.2,10.0,0.0,Snack,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Ants on a Log (4 pcs),Snack,180.0,6.0,12.0,12.0,3.0,7.0,120.0,0.0,Snack,250.0,"['wholeFood', 'pcosFriendly']",,,,"['wholeFood', 'pcosFriendly']"
Split Pea Soup (1 cup),Meal/Legume,180.0,11.0,30.0,2.0,10.0,6.0,700.0,5.0,Lunch,250.0,"['highCarb', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly']",,,,"['highCarb', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly']"
Ham & Cheese Croissant,Meal/Processed,400.0,15.0,35.0,22.0,2.0,6.0,750.0,60.0,Breakfast,250.0,"['highProtein', 'highCarb', 'lowFibre', 'dairySensitive', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'highCarb', 'lowFibre', 'dairySensitive', 'wholeFood', 'pcosFriendly']"
Espresso (double shot),Beverage,5.0,0.5,0.0,0.1,0.0,0.0,1.0,0.0,Breakfast,60.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Ricotta Cheese (1/4 cup),Dairy,85.0,5.5,2.5,6.0,0.0,1.0,50.0,24.0,Dinner,0.0,"['noAddedSugar', 'lowFibre', 'dairySensitive', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['noAddedSugar', 'lowFibre', 'dairySensitive', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Chicken & Rice Soup (1 can),Meal/Processed,130.0,7.0,18.0,3.0,2.0,2.0,850.0,15.0,Lunch,250.0,"['highProtein', 'pcosTrigger', 'high_glycemic', 'lowFibre', 'highGlycemic', 'wholeFood']",,,,"['wholeFood', 'pcosTrigger', 'lowFibre', 'highGlycemic']"
Salt (1/4 tsp),Condiment,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.0,Dinner,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Guava,Fruit,68.0,2.6,14.3,0.9,5.4,8.9,3.0,0.0,Snack,0.0,"['lowProtein', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly']"
Club Sandwich,Meal/Processed,580.0,35.0,40.0,30.0,5.0,7.0,1300.0,95.0,Lunch,500.0,"['highProtein', 'highCarb', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'highCarb', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly']"
Pickle (1 whole dill),Vegetable,17.0,0.8,3.7,0.2,1.5,1.7,1200.0,0.0,Snack,0.0,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Turkey Chili (1 cup),Meal/Meat,250.0,22.0,25.0,7.0,8.0,6.0,750.0,50.0,Dinner,250.0,"['highProtein', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly']"
Sour Cream (2 tbsp),Condiment/Dairy,60.0,0.8,1.3,5.8,0.0,0.8,25.0,12.0,Dinner,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Shredded Cheese (Cheddar 1/4 cup),Dairy,115.0,7.0,1.0,9.5,0.0,0.5,180.0,30.0,Dinner,0.0,"['noAddedSugar', 'lowFibre', 'dairySensitive', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['noAddedSugar', 'lowFibre', 'dairySensitive', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Matcha Latte (12 oz),Beverage,180.0,6.0,28.0,5.0,2.0,25.0,90.0,20.0,Snack,355.0,"['sugary', 'wholeFood', 'pcosTrigger', 'lowFibre']",,,,"['sugary', 'wholeFood', 'pcosTrigger', 'lowFibre']"
Chocolate Donut (1 medium),Dessert,300.0,4.0,35.0,17.0,2.0,18.0,230.0,20.0,Breakfast,0.0,"['lowProtein', 'pcosTrigger', 'chocolate', 'highCarb', 'lowFibre', 'sugary', 'wholeFood']",,,,"['lowProtein', 'pcosTrigger', 'chocolate', 'highCarb', 'lowFibre', 'sugary', 'wholeFood']"
Tuna Melt,Meal/Processed,450.0,25.0,32.0,25.0,3.0,4.0,900.0,50.0,Lunch,250.0,"['highProtein', 'wholeFood', 'highCarb', 'pcosFriendly']",,,,"['highProtein', 'wholeFood', 'highCarb', 'pcosFriendly']"
Apple Cider (1 cup),Beverage,117.0,0.1,29.0,0.3,0.5,27.0,10.0,0.0,Snack,240.0,"['lowProtein', 'pcosTrigger', 'lowFibre', 'sugary', 'wholeFood']",,,,"['lowProtein', 'pcosTrigger', 'lowFibre', 'sugary', 'wholeFood']"
Beef Burrito (large),Meal/Processed,650.0,30.0,70.0,28.0,10.0,5.0,1400.0,70.0,Dinner,500.0,"['highProtein', 'highCarb', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'highCarb', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly']"
Pico de Gallo (1/4 cup),Condiment,15.0,0.5,3.0,0.0,1.0,2.0,200.0,0.0,Dinner,0.0,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Corn Tortilla (1 medium),Grain,52.0,1.4,11.2,0.7,1.5,0.2,4.0,0.0,Dinner,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'wholeFood', 'pcosFriendly']"
Mussels (3oz steamed),Protein/Seafood,146.0,20.0,6.0,4.0,0.0,0.0,310.0,48.0,Dinner,0.0,"['highProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'caffeine', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'caffeine', 'wholeFood', 'pcosFriendly']"
White Wine Sauce (1/4 cup),Condiment,80.0,1.0,4.0,6.0,0.5,2.0,300.0,5.0,Dinner,0.0,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
French Bread (2 slices),Grain,180.0,6.0,36.0,1.0,2.0,2.0,380.0,0.0,Dinner,0.0,"['highCarb', 'lowFibre', 'wholeFood', 'processed', 'glutenSensitive', 'pcosFriendly']",,,,"['highCarb', 'lowFibre', 'processed', 'glutenSensitive', 'pcosFriendly']"
Blackberries (1 cup),Fruit,62.0,2.0,13.8,0.7,7.6,4.9,1.0,0.0,Snack,0.0,"['lowProtein', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly']"
Cheese Danish,Dessert,340.0,7.0,38.0,18.0,2.0,16.0,300.0,55.0,Breakfast,250.0,"['pcosTrigger', 'highCarb', 'lowFibre', 'sugary', 'dairySensitive', 'wholeFood']",,,,"['pcosTrigger', 'highCarb', 'lowFibre', 'sugary', 'dairySensitive', 'wholeFood']"
Chicken Salad Sandwich,Meal/Processed,420.0,20.0,35.0,20.0,3.0,5.0,850.0,60.0,Lunch,250.0,"['lowGlycemic', 'highProtein', 'highCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowGlycemic', 'highProtein', 'highCarb', 'wholeFood', 'pcosFriendly']"
Soyrizo (2 oz),Protein/Vegetarian,140.0,10.0,6.0,9.0,3.0,2.0,450.0,0.0,Breakfast,0.0,"['soySensitive', 'estrogenBoosting', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['soySensitive', 'estrogenBoosting', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Hash Browns (1 cup),Vegetable,330.0,3.0,38.0,19.0,3.0,1.0,550.0,0.0,Breakfast,0.0,"['lowProtein', 'noAddedSugar', 'highCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'highCarb', 'wholeFood', 'pcosFriendly']"
Ketchup (1 packet),Condiment,10.0,0.1,2.5,0.0,0.1,2.0,90.0,0.0,Breakfast,0.0,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly', 'ultraProcessed']",,,,"['lowProtein', 'lowFibre', 'lowCarb', 'pcosFriendly', 'ultraProcessed']"
Philly Cheesesteak (6 inch),Meal/Processed,500.0,25.0,40.0,28.0,3.0,5.0,1100.0,70.0,Lunch,500.0,"['highProtein', 'highCarb', 'dairySensitive', 'caffeine', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'highCarb', 'dairySensitive', 'caffeine', 'wholeFood', 'pcosFriendly']"
Cheese Whiz (2 tbsp),Condiment/Processed,90.0,4.0,3.0,7.0,0.0,2.0,540.0,20.0,Lunch,0.0,"['lowProtein', 'lowFibre', 'dairySensitive', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'lowFibre', 'dairySensitive', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Onions (sautéed 1/4 cup),Vegetable,30.0,0.5,5.0,1.0,1.0,3.0,5.0,0.0,Lunch,0.0,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Raspberries (1 cup),Fruit,64.0,1.5,14.7,0.8,8.0,5.4,1.0,0.0,Snack,0.0,"['lowProtein', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly']"
Cheesy Grits (1 cup),Meal/Grain,210.0,6.0,34.0,6.0,2.0,1.0,550.0,20.0,Breakfast,0.0,"['noAddedSugar', 'highCarb', 'lowFibre', 'wholeFood', 'pcosFriendly']",,,,"['noAddedSugar', 'highCarb', 'lowFibre', 'wholeFood', 'pcosFriendly']"
Collard Greens (with ham hock),Vegetable,180.0,10.0,15.0,9.0,8.0,3.0,600.0,30.0,Dinner,0.0,"['gutFriendly', 'wholeFood', 'highFibre', 'pcosFriendly']",,,,"['gutFriendly', 'wholeFood', 'highFibre', 'pcosFriendly']"
Fried Okra (1 cup),Vegetable,220.0,4.0,25.0,12.0,5.0,3.0,450.0,10.0,Dinner,0.0,"['lowProtein', 'proInflammatory', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly', 'ultraProcessed']",,,,"['lowProtein', 'proInflammatory', 'highFibre', 'gutFriendly', 'pcosFriendly', 'ultraProcessed']"
Sweet Tea (16 oz),Beverage,180.0,0.0,46.0,0.0,0.0,46.0,15.0,0.0,Lunch,473.0,"['lowProtein', 'pcosTrigger', 'highCarb', 'lowFibre', 'sugary', 'caffeine', 'wholeFood']",,,,"['lowProtein', 'pcosTrigger', 'highCarb', 'lowFibre', 'sugary', 'caffeine', 'wholeFood']"
Gyro (1 sandwich),Meal/Meat,600.0,25.0,55.0,30.0,5.0,6.0,1200.0,80.0,Dinner,250.0,"['highProtein', 'highCarb', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'highCarb', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly']"
Pita Bread (White 1 large),Grain,220.0,7.0,45.0,2.0,2.0,2.0,440.0,0.0,Dinner,0.0,"['highCarb', 'lowFibre', 'wholeFood', 'processed', 'glutenSensitive', 'pcosFriendly']",,,,"['highCarb', 'lowFibre', 'processed', 'glutenSensitive', 'pcosFriendly']"
Tzatziki Sauce (2 tbsp),Condiment,30.0,1.5,2.0,2.0,0.0,1.5,100.0,5.0,Dinner,0.0,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Baklava (1 piece),Dessert,280.0,3.0,30.0,18.0,2.0,20.0,80.0,10.0,Snack,0.0,"['lowProtein', 'pcosTrigger', 'highCarb', 'lowFibre', 'sugary', 'wholeFood']",,,,"['lowProtein', 'pcosTrigger', 'highCarb', 'lowFibre', 'sugary', 'wholeFood']"
Coconut (shredded 1/4 cup),Fruit,110.0,1.0,4.5,10.5,2.0,1.5,3.0,0.0,Snack,0.0,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
S'more (1 serving),Dessert,140.0,2.0,25.0,4.0,1.0,15.0,90.0,0.0,Snack,0.0,"['lowProtein', 'pcosTrigger', 'lowFibre', 'sugary', 'wholeFood']",,,,"['lowProtein', 'pcosTrigger', 'lowFibre', 'sugary', 'wholeFood']"
Graham Cracker (1 large rectangle),Grain/Processed,60.0,1.0,11.0,1.5,0.5,4.0,70.0,0.0,Snack,0.0,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Marshmallow (1 large),Dessert,23.0,0.1,5.8,0.0,0.0,4.0,5.0,0.0,Snack,0.0,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Chocolate (Hershey's bar 1 segment),Dessert,25.0,0.3,3.0,1.5,0.2,2.8,4.0,1.0,Snack,0.0,"['lowProtein', 'chocolate', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'chocolate', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Chicken Parm Sandwich,Meal/Processed,650.0,40.0,55.0,30.0,6.0,9.0,1400.0,100.0,Lunch,500.0,"['highProtein', 'highCarb', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'highCarb', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly']"
Mozzarella (1 slice),Dairy,80.0,6.0,1.0,6.0,0.0,0.5,150.0,20.0,Lunch,0.0,"['noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Bread Roll (hoagie),Grain,200.0,6.0,38.0,2.0,2.0,3.0,400.0,0.0,Lunch,0.0,"['highCarb', 'lowFibre', 'wholeFood', 'processed', 'glutenSensitive', 'pcosFriendly']",,,,"['highCarb', 'lowFibre', 'processed', 'glutenSensitive', 'pcosFriendly']"
Artichoke (1 medium steamed),Vegetable,60.0,4.2,13.4,0.2,6.9,1.2,112.0,0.0,Dinner,0.0,"['lowProtein', 'gutFriendly', 'highFibre', 'caffeine', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'caffeine', 'highFibre', 'gutFriendly', 'wholeFood', 'pcosFriendly']"
Mayonnaise (1 tbsp for dipping),Condiment,90.0,0.1,0.1,10.0,0.0,0.1,70.0,5.0,Dinner,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Calamari (fried 3oz),Meal/Seafood,150.0,13.0,8.0,7.0,1.0,1.0,600.0,220.0,Dinner,0.0,"['noAddedSugar', 'proInflammatory', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly', 'ultraProcessed']",,,,"['noAddedSugar', 'proInflammatory', 'lowFibre', 'lowCarb', 'pcosFriendly', 'ultraProcessed']"
Lemon Wedge (for calamari),Condiment,3.0,0.1,1.0,0.0,0.3,0.2,0.0,0.0,Dinner,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Root Beer (1 can),Beverage,150.0,0.0,40.0,0.0,0.0,40.0,55.0,0.0,Snack,355.0,"['lowProtein', 'pcosTrigger', 'highCarb', 'lowFibre', 'sugary', 'wholeFood']",,,,"['lowProtein', 'pcosTrigger', 'highCarb', 'lowFibre', 'sugary', 'wholeFood']"
Chicken McNuggets (6 pcs),Meal/Processed,270.0,15.0,16.0,16.0,1.0,0.0,500.0,40.0,Lunch,0.0,"['highProtein', 'noAddedSugar', 'lowFibre', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'noAddedSugar', 'lowFibre', 'wholeFood', 'pcosFriendly']"
BBQ Sauce (2 tbsp),Condiment,60.0,0.5,15.0,0.0,0.5,12.0,350.0,0.0,Lunch,0.0,"['lowProtein', 'pcosTrigger', 'lowFibre', 'sugary', 'wholeFood']",,,,"['lowProtein', 'pcosTrigger', 'lowFibre', 'sugary', 'wholeFood']"
Honey (1 tbsp),Condiment,64.0,0.1,17.3,0.0,0.0,17.2,1.0,0.0,Breakfast,0.0,"['lowProtein', 'pcosTrigger', 'lowFibre', 'sugary', 'wholeFood']",,,,"['lowProtein', 'pcosTrigger', 'lowFibre', 'sugary', 'wholeFood']"
Tofu Scramble,Meal/Vegetarian,250.0,20.0,8.0,16.0,4.0,3.0,300.0,0.0,Breakfast,250.0,"['highProtein', 'lowCarb', 'gutFriendly', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'lowCarb', 'gutFriendly', 'wholeFood', 'pcosFriendly']"
Turmeric (1 tsp),Condiment,9.0,0.3,1.9,0.1,0.7,0.1,1.0,0.0,Breakfast,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'antiInflammatory', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'antiInflammatory', 'wholeFood', 'pcosFriendly']"
Nutritional Yeast (1 tbsp),Condiment,20.0,3.0,2.0,0.0,1.0,0.0,10.0,0.0,Breakfast,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Seitan (3oz),Protein/Vegetarian,90.0,18.0,4.0,1.0,1.0,1.0,300.0,0.0,Dinner,0.0,"['highProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Vegetable Broth (1 cup),Beverage,15.0,1.0,3.0,0.0,1.0,2.0,550.0,0.0,Dinner,240.0,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Mashed Cauliflower (1 cup),Vegetable,140.0,5.0,12.0,8.0,5.0,4.0,400.0,25.0,Dinner,0.0,"['lowProtein', 'highFibre', 'gutFriendly', 'wholeFood', 'estrogenLowering', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'highFibre', 'gutFriendly', 'estrogenLowering', 'pcosFriendly']"
Peanut Sauce (2 tbsp),Condiment,80.0,2.0,4.0,6.0,1.0,3.0,250.0,0.0,Dinner,0.0,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Tempeh (3oz),Protein/Vegetarian,160.0,16.0,8.0,9.0,5.0,0.0,10.0,0.0,Lunch,0.0,"['highProtein', 'noAddedSugar', 'highFibre', 'lowCarb', 'gutFriendly', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'noAddedSugar', 'highFibre', 'lowCarb', 'gutFriendly', 'wholeFood', 'pcosFriendly']"
Sauerkraut (1/2 cup),Vegetable,14.0,0.7,3.1,0.1,2.0,1.2,468.0,0.0,Lunch,0.0,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Rye Crispbread (2 slices),Grain,70.0,2.0,14.0,0.5,3.0,0.0,120.0,0.0,Lunch,0.0,"['lowProtein', 'noAddedSugar', 'wholeFood', 'processed', 'glutenSensitive', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'processed', 'glutenSensitive', 'pcosFriendly']"
Capers (1 tbsp),Condiment,2.0,0.2,0.4,0.1,0.3,0.1,200.0,0.0,Dinner,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Chicken Liver (2 oz cooked),Protein/Meat,91.0,13.6,0.6,3.6,0.0,0.0,50.0,320.0,Dinner,0.0,"['highProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Onion (1/2 cup raw chopped),Vegetable,32.0,0.9,7.5,0.1,1.4,3.8,3.0,0.0,Dinner,0.0,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Bok Choy (1 cup steamed),Vegetable,10.0,1.5,2.0,0.1,1.0,1.0,40.0,0.0,Dinner,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'caffeine', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'caffeine', 'wholeFood', 'pcosFriendly']"
Gummy Bears (10 pcs),Snack/Dessert,100.0,2.0,22.0,0.0,0.0,15.0,10.0,0.0,Snack,0.0,"['lowProtein', 'pcosTrigger', 'lowFibre', 'sugary', 'wholeFood']",,,,"['lowProtein', 'pcosTrigger', 'lowFibre', 'sugary', 'wholeFood']"
Whiskey (1.5 oz shot),Beverage,105.0,0.0,0.1,0.0,0.0,0.1,1.0,0.0,Snack,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Dates (2 medium Medjool),Fruit,133.0,0.8,36.0,0.1,3.2,32.0,1.0,0.0,Snack,0.0,"['lowProtein', 'pcosTrigger', 'highCarb', 'sugary', 'wholeFood']",,,,"['lowProtein', 'pcosTrigger', 'highCarb', 'sugary', 'wholeFood']"
Tahini (1 tbsp),Condiment,89.0,2.6,3.2,8.0,1.4,0.1,17.0,0.0,Snack,0.0,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
